,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Name,Review,TextBlob_Subjectivity,TextBlob_Polarity,flair_sentiment,Vader,sentiment_dict_sompound
1709,1709,1709,1709,Ashok N.,"
Remote was troubling very often and stoped working after one Month.



  Remote was troubling very often and then stopped working after one Month. Tried all suggested option like new cells, various seatings but no response..I

",0.32575757575757575,0.0,0,0,-0.7184
1710,1710,1710,1710,Amit Kumar,"
Nice Technology



  Wonderful stick it worked on my 2011 model samsund 24inch  LCD with HDMI port...

",1.0,1.0,1,1,0.7579
1711,1711,1711,1711,Lalit Kumar,"
Seamless to use. It's change TV experience



  Easy to use.

",0.4666666666666667,1.0,1,1,0.4404
1712,1712,1712,1712,Rajesh,"
good product to buy.



  useful product. No negative thing.

",0.3333333333333333,1.0,1,1,0.8315
1713,1713,1713,1713,PRAMOD KUMAR SINGH,"
Perfect buy



  Perfect layout, easy and convenient to use.

",0.9444444444444445,1.0,1,1,0.8834
1714,1714,1714,1714,V K Bhargava,"
Best device



  It us the best

",0.3,1.0,1,1,0.8555
1715,1715,1715,1715,Chinna,"
Awesome



  Suepr

",1.0,1.0,1,1,0.6249
1716,1716,1716,1716,sunil pal,"
ZEE5\VOOT\SONY free access denied



  HI Team,Kindly look into this cant logintried many way but cant login.

",0.65,1.0,0,0,0.0516
1717,1717,1717,1717,Amazon Customer,"
Fix the remote please



  Just an insane amount of lag with the remote. Fed up of cleaning it.

",0.4666666666666666,0.0,0,0,-0.4215
1718,1718,1718,1718,maximoze,"
It is working well and the clarity is good



  It is working nice. Happy

",0.8666666666666667,1.0,1,1,0.9217
1719,1719,1719,1719,Amazon Customer,"
Good



  Just awesome..very nice picture quality

",0.8,1.0,1,1,0.6908
1720,1720,1720,1720,kartick pawar,"
Average



  Remote is not working on BPL vivid 32 inch HD ready tv volume and power button not working....

",0.4625,0.0,0,1,0.3612
1721,1721,1721,1721,raj solanki,"
Nice



  Nice product, value of money

",1.0,1.0,1,1,0.7906
1722,1722,1722,1722,rahul mhatre,"
Perfect streaming device in dudget



  Build quality is very good, suitable with my Sony Bravia LCD tv now it became android tv... After 1 month of use i am very much satisfied from it.

",0.8825000000000001,1.0,1,1,0.8742
1723,1723,1723,1723,Chetan,"
It is having issue with sony bravia tv, doesnot work



  Awesome delivery but it did not help as it did not started , it kept giving error as unsupported signal, tried everything as per information given

",1.0,1.0,0,0,-0.6527
1724,1724,1724,1724,Raghavan C.S,"
Good product



  Good product

",0.6000000000000001,1.0,1,1,0.7003
1725,1725,1725,1725,Jithin,"
Stopped working some times.



  It always stop working after some time. TV screen goes blank. To continue work, either remove and re insert the device or re startthe TV.

",0.0,0.0,0,0,-0.4767
1726,1726,1726,1726,Nihar Pradeep Sharma,"
Good product



  It has best streaming quality. On live tv it takes some time to go for best quality and after that it's like 4k quality.So have patience while streaming live.

",0.44000000000000006,1.0,1,1,0.93
1727,1727,1727,1727,Prashanth Kadya,"
Goodies



  Good

",0.6000000000000001,1.0,1,1,0.4404
1728,1728,1728,1728,Amazon Customer,"
WORST PPRODUCT EVER



  ONE OF THE WORST PRDOUCT. STARTED HANDING WITHIN ONE MONTH OF PURCHASE. NO ONE IN AMAZON IS WILLING TO LISTEN. DONT BUY.

",0.9166666666666666,0.0,0,0,-0.8658
1729,1729,1729,1729,Jitendra singh,"
Best os fire os



  Stream quality good alexa work fine

",0.46666666666666673,1.0,1,1,0.7579
1730,1730,1730,1730,Rajesh,"
Wow



  Super fast delivery in less than 24 hours.Installation was a breeze.Recommended for anyone who wants to make their TV a smart TV

",0.5126984126984128,1.0,1,1,0.886
1731,1731,1731,1731,Rahul S Shukla,"
Simply Fabulous!!



  Best device in Market. Alexa integration feature is awesome. Fabulous device by Amazon!!

",0.825,1.0,1,1,0.9582
1732,1732,1732,1732,Harshvardhan Khengar,"
Superb🔥



  HD quality, stable connection without buffering.....easy and fast connectivity

",0.6,1.0,1,1,0.5994
1733,1733,1733,1733,Pallavi Meena,"
Black screen  issue tried all the troubleshooting I want to exchange it or return it please



  Black screen  issue tried all the troubleshooting want it to get exchanged or return

",0.43333333333333335,0.0,0,1,0.6486
1734,1734,1734,1734,Aanil,"
Plus point  is prime video, netflix  amazon music  button on remote.excellent



  There nothing  to dislike

",0.0,0.0,1,1,0.4374
1735,1735,1735,1735,Raman Sharma,"
Worst product



  Every time hang ..worst

",1.0,0.0,0,0,-0.8481
1736,1736,1736,1736,Avinash Johny,"
Amazing product



  Amazing product. Worth the money

",0.6333333333333334,1.0,1,1,0.8591
1737,1737,1737,1737,Jai,"
Awesome



  It's perfect.

",1.0,1.0,1,1,0.8316
1738,1738,1738,1738,SK,"
Nice Product



  Nice Product

",1.0,1.0,1,1,0.6808
1739,1739,1739,1739,Asish Biswas,"
The best streaming product just get more better



  With this you will get the smoothest performance of streaming you have ever experienced. Even some new smart TV's can't compete with it.

",0.5495670995670996,1.0,1,1,0.8777
1740,1740,1740,1740,DJ chins,"
Very nice product.



  Amazon fire stick is best android tv stick.Please improve storage.I have 2 fair stii .

",0.7333333333333334,1.0,1,1,0.9013
1741,1741,1741,1741,Amazon Customer,"
Awesome



  👍👍👍👍👍

",1.0,1.0,1,1,0.6249
1742,1742,1742,1742,gajanan Khode,"
Great



  Great 😍

",0.75,1.0,1,1,0.9042
1743,1743,1743,1743,Nikhil Oberoi,"
awesome



  Wow, what a experience, go for it.

",1.0,1.0,1,1,0.836
1744,1744,1744,1744,Tks,"
Easy setup made my normal tv smart



  Loving it

",0.769047619047619,1.0,1,1,0.8591
1745,1745,1745,1745,Amazon Customer,"
Made my old TV smart



  Made my OLD TV SMART. Excellent product quality. Don't opt for cheap options.

",0.5642857142857144,1.0,1,1,0.87
1746,1746,1746,1746,Amazon Customer,"
Defective product delivered.



  Defective product delivered. You should check the products before shipping.

",0.0,0.0,0,0,-0.7003
1747,1747,1747,1747,vinay,"
Excellent






                    The media could not be loaded.
                




   Streaming quality good Alexa integration also good voice recognisation is good Over all the product was good

",0.68,1.0,1,1,0.936
1748,1748,1748,1748,Lovejeet,"
Good buy



  It is working fine...but sometimes it slows down but allover a good product

",0.4962962962962964,1.0,1,1,0.7003
1749,1749,1749,1749,Krish,"
Was not a product for my TV



  I was getting graphical broken pictures and sound at a speedier rate on my Iffalcon 49 Inch TV .

",0.4,0.0,0,0,-0.4767
1750,1750,1750,1750,Nisha Sachdeva,"
Worthy



  Amazing picture quality, stream quality, alexa integration, voice recognition. Just one issue, i saw is volume level. Volume is very low using this fire tv stick.

",0.7633333333333333,1.0,1,1,0.4417
1751,1751,1751,1751,Umapathy T,"
Ok



  Ok

",0.5,1.0,1,1,0.5267
1752,1752,1752,1752,Rehan Gazdar,"
Simply Awesome Product BY Amazon



  My first tv stick, seamless setup, WIFI Bluetooth are working superb, quality and Speed is awesome . Loved it, made my non smart tv to smart tv.

",0.6898809523809525,1.0,1,1,0.9729
1753,1753,1753,1753,Dr Vivek Prasher,"
Paisa vasool



  Paisa vasool product

",0.0,0.0,1,0,0.0
1754,1754,1754,1754,RG Blasters,"
Fire tv



  It has Free Games and It also connects with a Bluetooth Controller and the response time of remote is good But Sometimes You Have to reconnect The remote otherwise  It is Good

",0.4800000000000001,1.0,0,1,0.7391
1755,1755,1755,1755,atul,"
Excellent



  My second firestick but this one is really fast

",0.5333333333333333,1.0,1,1,0.3291
1756,1756,1756,1756,deepak gupta,"
Bad products



  My fire tv stick is not working good play 20 to mit going off and on

",0.6333333333333333,0.0,0,0,-0.8534
1757,1757,1757,1757,Ajay Singh,"
product



  This item not a satisfied item.Always sound problem.No picture Quality & Sound quality.On this product my money wasted.Not a good product.

",0.6,1.0,0,1,0.1451
1758,1758,1758,1758,Sumeet Sahu,"
Who needs a smart TV...



  No need to buy smart TV, when you can make your TV smart. Amazon Fire Stick is perfect choice within category.

",0.7321428571428572,1.0,1,1,0.836
1759,1759,1759,1759,Dhiraj Sareen,"
Totally worth it💯



  This is a must buy for everyone👌💯.Go for 3rd Gen as it has alexa and extra buttons.Remote quality is good but the best part is Alexa.Love it.

",0.22000000000000003,1.0,1,1,0.9084
1760,1760,1760,1760,Durgvijay Gautam,"
# Awesome Product



  # It's Too Awesome Product 👍🏻🔥🔥

",1.0,1.0,1,1,0.6597
1761,1761,1761,1761,Asutosh,"
Good



  Alexa doesnot recognise some speech and 4gb memory only

",0.8,1.0,0,1,0.4404
1762,1762,1762,1762,Jyoti Singh,"
As usual good



  As usual good

",0.42500000000000004,1.0,1,1,0.7003
1763,1763,1763,1763,ritvi h,"
It automatically factory reset itself and won't connect WiFi.



  The product has WiFi connection issues. Replacement has that plus added problem of automatically factory reset itself. Pathetic product. Have been offered refund

",1.0,0.0,0,0,-0.7506
1764,1764,1764,1764,anfal ali,"
volume pairing is not working for my samsung tv



  Every thing is great but  but volume pairing is not working for my samsung tv. Integration of volume control in the fire stick tv would be appreciable.

",0.75,1.0,0,0,-0.1406
1765,1765,1765,1765,Dalesh M Parshuramkar,"
Useful product..



  Useful for internet facilities like you tube..

",0.0,1.0,1,1,0.8074
1766,1766,1766,1766,Sarath P M,"
Awesome.



  A really good and Innovative device

",0.8666666666666667,1.0,1,1,0.8874
1767,1767,1767,1767,Veera manikanta sanaka,"
Every thing is good but Netflix is not working



  Every thing is working but Netflix is not working

",0.6000000000000001,1.0,0,1,0.2382
1768,1768,1768,1768,Vikrant,"
Works well



  Its a decent product with good functionalities. If you dont have a smart TV, use a fire stick.

",0.6365079365079365,1.0,1,0,0.088
1769,1769,1769,1769,Amazon Customer,"
Very good device



  I like this device with new features compared with old device with volume and other short cut options

",0.4219090909090909,1.0,1,1,0.5563
1770,1770,1770,1770,Sheela P,"
Good deal



  Good product from Amazon

",0.6000000000000001,1.0,1,1,0.7579
1771,1771,1771,1771,Amazon Customer,"
Alexa remote stop working within 3 months of use.  No guarentee for remote



  Alexa remote stop working within 3 months.. no guarantee for remote.. it costs 1900. Untrustable product.. dont buy.

",0.2,0.0,0,0,-0.7461
1772,1772,1772,1772,Tony J,"
Good but not great



  Unable to update apps due to insufficient storage, other than that there are no other issues, hope Amazon can fix this issue

",0.49583333333333335,0.0,0,0,-0.1004
1773,1773,1773,1773,Bijith,"
screen mirroring paid app



  Like

",0.0,0.0,1,1,0.3612
1774,1774,1774,1774,Amazon Customer-Atul,"
Good product.



  Having two android box but app compatibility issue with them.Firestick is having best compatibility of apps and user friendly.worth purchase.

",0.45000000000000007,1.0,1,1,0.8294
1775,1775,1775,1775,Elisa Jose,"
Best purchase



  A simple way to get all your favorite streaming platforms together on TV. Easy to setup and use. High quality streaming. Really good product.

",0.6050793650793651,1.0,1,1,0.923
1776,1776,1776,1776,Mukesh Kumar,"
I like but my remote not working. , I think its not remote problem its firestick






                    The media could not be loaded.
                




   Please call me. Or who aolve my  firestick problem

",0.2,0.0,0,0,-0.3304
1777,1777,1777,1777,Robin M Thomas,"
Build quality poor when compared to the previous generation one



  Easily damages and the buttons stops working.

",0.5333333333333333,0.0,0,0,-0.6369
1778,1778,1778,1778,Kovalan,"
Worth the money spent



  Seamlessly got integrated with my 6 yr old TV. The voice command is the best feature. Helps to quickly find videos and songs.

",0.21666666666666667,1.0,1,1,0.8271
1779,1779,1779,1779,Varun verma,"
Amazing quality of sound and speed



  Amazing quality of sound and speed

",0.65,1.0,1,1,0.8225
1780,1780,1780,1780,Gautam Jain,"
Fantastic Fire TV Stick



  Worth for money best fire tv stick

",0.43333333333333335,1.0,1,1,0.7096
1781,1781,1781,1781,kirthy,"
Very nice product



  Super

",0.8333333333333333,1.0,1,1,0.8051
1782,1782,1782,1782,Shahul,"
Not good



  It’s not working properAnd not getting any customer service

",0.6000000000000001,0.0,0,0,-0.3412
1783,1783,1783,1783,Vikram K,"
Volume buttons not working






                    The media could not be loaded.
                




   Volume buttons not working.

",0.0,0.0,0,0,0.0
1784,1784,1784,1784,selvaa,"
Fire stick



  Good product, thanks to amazon. I have eliminated my setup box. Till date it is working fine. I can give next round of feedback after 3 month.

",0.34,1.0,1,1,0.7096
1785,1785,1785,1785,Rakesh,"
Nice product.



  All good only issue with remote...all button working properly including power off but not able to power on with it.

",0.665,1.0,1,1,0.431
1786,1786,1786,1786,Deepak Kumar Chandrabanshi,"
Very Good Product.



  Very Good Product. I am happy from this product. Good streaming. You should purchase it. I love this product. I am enjoying service of YouTube, hotstar, mx player, Netflix etc...

",0.7266666666666667,1.0,1,1,0.9665
1787,1787,1787,1787,Rajesh Kumawat,"
Nice stick



  I m so confused before purchasing fire stick. But I m fully satisfied. Try must.

",0.9,1.0,1,1,0.5178
1788,1788,1788,1788,Amazon Customer,"
It served the purpose quite satisfactorily.  GOOD



  It is worth the money and satisfies the purpose it meant for.  We are yet to have full use Alexa. But good.

",0.4625,1.0,1,1,0.8625
1789,1789,1789,1789,Rajesh,"
Best



  Must buy it deserves 10 star go for it thank you amazon

",0.3,1.0,1,1,0.8126
1790,1790,1790,1790,hajmohammed,"
Only Connect Compatible Bluetooth Speaker Not 5.1 Home theater Systems



  Stream quality ExcellentBut Bluetooth Not ConnectOnly Connect Compatible Bluetooth Speaker Not 5.1 Home theater Systems

",1.0,0.0,0,0,0.0
1791,1791,1791,1791,Hemali B.,"
Good product



  Packaging was good. Setting up the device was easy. I’m happy with the product.

",0.7583333333333334,1.0,1,1,0.9081
1792,1792,1792,1792,Ajees,"
Thank you



  What a magic

",1.0,1.0,1,1,0.3612
1793,1793,1793,1793,Umar,"
New smart experience



  Turns your old TV into a new smart one. Nice product

",0.5658008658008659,1.0,1,1,0.802
1794,1794,1794,1794,Dheeraj Pandey,"
Very very Slow device



  The device is too slow to handle, process and play the online content. Its hanging each and every time.. very very poor experience.

",0.5666666666666667,0.0,0,0,-0.3119
1795,1795,1795,1795,UNNIKRISHNAN M,"
good



  good

",0.6000000000000001,1.0,1,1,0.7003
1796,1796,1796,1796,Harsh,"
Not working properly



  I bought this product on 2nd time with Amazon but still same problem occurred no voice. They are sending defective pieces again and again beware before purchasing.

",0.075,0.0,0,0,-0.8705
1797,1797,1797,1797,Manotosh Shil,"
Product is no doubt good but after using over 3 to 4 months some errors shows



  Stream quality is good but alexa and voice recognition is brilliant

",0.7333333333333334,1.0,0,1,0.7784
1798,1798,1798,1798,rajat kohli,"
👍



  👍

",0.0,0.0,0,0,0.0
1799,1799,1799,1799,Umesh Kumar,"
Alexa voice control is not working and volume up down button not working



  Alexa voice control is not working and volume up down button not working

",0.2888888888888889,0.0,0,0,0.0
1800,1800,1800,1800,Ankit Goswami,"
Almost perfect for 1080p Streaming



  Good product. Works smoothly. UI is good and easy to use. Setting menu is confusing and bit difficult to remember.

",0.7388888888888889,1.0,1,1,0.8275
1801,1801,1801,1801,Dr V Ranjan,"
Nice



  Nice

",1.0,1.0,1,1,0.6808
1802,1802,1802,1802,Ujjwal ,"
Great device.



  This device is perfect for streaming and youtube or all other kinds of apps. Got it for only 2200 during the sale.

",0.78125,1.0,1,1,0.8316
1803,1803,1803,1803,sachin,"
Good to have



  Must have

",0.6000000000000001,1.0,1,1,0.4404
1804,1804,1804,1804,Noorain,"
Voice control buttons are not working



  I haveordered fire tv stick 3rd generation with voice control and mute button but this voice control button and mute buttons are not working.... disappointed

",0.375,0.0,0,1,0.3881
1805,1805,1805,1805,Iqbal Ahamed,"
Good..



  Working good..

",0.6000000000000001,1.0,1,1,0.7003
1806,1806,1806,1806,IFTIKHAR AHMED,"
Awesome: must buy



  Awesome sound & picture quality. Thanks Amazon for the speedy delivery. Love it. I recommend if you are planing you must Buy this.

",0.64,1.0,1,1,0.9612
1807,1807,1807,1807,Ateesh Modi,"
Remote is not working since day 1 and the firestock hence is is of no use.



  Rmeote is not working and hence firestick is of no use. Tried asking for replacment many times but nothing is happening and Amazon is not responding. Pls help

",0.35,1.0,0,0,-0.522
1808,1808,1808,1808,Cinikutty Emmanuel,"
Good



  Awesome product. Good wifi strength.

",0.7333333333333334,1.0,1,1,0.9201
1809,1809,1809,1809,Amith,"
Remote volume button doesn't work



  Worst product, remote has volume button but it does not work.

",0.4666666666666666,0.0,0,1,0.284
1810,1810,1810,1810,Sujit K,"
Build quality and feature



  I like it thank you so much

",0.2,1.0,1,1,0.6124
1811,1811,1811,1811,kshitij bansal,"
Not a great product for old LED TVs



  Good product. But not great. It doesnt work as seamlessly with old led tvs. Keeps on freezing in between. Buy a smart set top box instead.

",0.46785714285714286,1.0,0,0,-0.125
1812,1812,1812,1812,Naveen Mummadisetty,"
Not working after 4 months



  After 4 months it stopped working… firetv logo is coming and showing blank screen… tried all the methods suggested by amazon… but no luck… money was wasted…

",0.0,0.0,0,0,-0.5023
1813,1813,1813,1813,Balamurali Venkatachalam,"
Youtube N/A



  As informed in the description, but youtube is not pre buiit and also not possible to install .kindly mention it properly to avoid returns or disappointment

",0.5,0.0,0,0,-0.4497
1814,1814,1814,1814,Anita Kumar,"
Volume and mute button is not working in this device



  Volume and mute button is not working in this device.

",0.0,0.0,0,0,0.0
1815,1815,1815,1815,Vidyarth T.,"
Great value but crappy UI



  The older version of fire TVOS was better the new version is lucky and is bloated with sponsored ads. Great value though.

",0.6035353535353535,1.0,0,1,0.9109
1816,1816,1816,1816,Sumit Gangwar,"
Power adapter get faulty within 1 month of purchase



  Waste of money. Power adapter get faulty within 1 month of purchase

",0.0,0.0,0,0,-0.7506
1817,1817,1817,1817,Siddharth Sardana,"
Great product.



  It streams much faster than 2 nd generation fire stick.

",0.475,1.0,1,1,0.4019
1818,1818,1818,1818,Manoj,"
Device problem



  Worst product remote doesn’t pair on first setup at beginning

",0.5111111111111111,0.0,0,0,-0.7783
1819,1819,1819,1819,delta_force,"
Smooth and easy set up. Delivered timely. Recommended.



  Easy set up and very nice connectivity. Excellent stream quality.

",0.8333333333333334,1.0,1,1,0.9281
1820,1820,1820,1820,A.S.,"
Simply disgusting.






                    The media could not be loaded.
                




   Videos distortion, noise and many more.Only 15 days after buying that crap above symptoms are showing.

",0.6,0.0,0,0,-0.7184
1821,1821,1821,1821,Bibek Thakur,"
Value added Product that meets all requirements smartly



  * Nice to handel* Installation needs bit time and configuration settings too* Mirroring is nice* Easy handling features

",0.9444444444444445,1.0,1,1,0.9081
1822,1822,1822,1822,Ravisekarvarma.p,"
Not good






                    The media could not be loaded.
                




   Fire tv stick not working properly video running suddenly pause and automatically few seconds after play video

",0.32500000000000007,0.0,0,1,0.257
1823,1823,1823,1823,Shailender K.,"
Good product but mute button not working on remote



  Very good firetv stick all features are working as per description but mute button on remote is not working even after following all instructions.

",0.376,1.0,0,1,0.7383
1824,1824,1824,1824,SG,"
Worth buy if u have basic smart TV



  Good one

",0.36696428571428574,1.0,1,1,0.7579
1825,1825,1825,1825,Prashant,"
Nice product it is!






                    The media could not be loaded.
                




   Amezon FIRE STICK 3 rd Generation is nice product. It works so nice,and my Normal LED tv convert into smart tv

",0.8232142857142857,1.0,0,1,0.6661
1826,1826,1826,1826,SURYA,"
Excellent



  Excellent

",1.0,1.0,1,1,0.8126
1827,1827,1827,1827,Somya,"
Lovely product



  I really loved the product bt volume control is not working

",0.775,1.0,0,1,0.8399
1828,1828,1828,1828,utkarsh singh,"
Osm🔥🔥🔥



  Far better than other tv stick like mi and othersBlindly go for it not regret after buying

",0.625,1.0,1,1,0.1361
1829,1829,1829,1829,Dr. Sumit,"
Volume key button not Functioning any way.



  Volume key button is not supporting since the day it got installed..

",0.75,0.0,0,0,-0.3412
1830,1830,1830,1830,Madhukar Reddy,"
Seller  delivered  wet product and one device missing



  Received wet product and  device missing

",0.22500000000000003,0.0,0,0,-0.5267
1831,1831,1831,1831,sandeep,"
Good but still needs improvement



  Good but not best

",0.5000000000000001,1.0,0,1,0.6426
1832,1832,1832,1832,Amazon Customer,"
Nice product



  Sound and picture quality is good

",0.6666666666666666,1.0,1,1,0.6908
1833,1833,1833,1833,Deepika,"
Nice



  Good product to use

",0.8,1.0,1,1,0.6908
1834,1834,1834,1834,Hiren Panchal,"
Download apps



  Not able to download any apps. Also the firestick takes me to the UK customer support which is unusual and not able to assist or get any help from Amazon.

",0.75,0.0,0,1,0.7269
1835,1835,1835,1835,anish,"
Best streaming device



  Best streaming device. It is so convenient with remote. Only issue is remote is very expensive in case it gets damaged or lost.

",0.48500000000000004,1.0,1,1,0.6369
1836,1836,1836,1836,TARUN K.,"
Its awesome



  Very helpful since alexa is very helpful

",0.5333333333333333,1.0,1,1,0.883
1837,1837,1837,1837,RK,"
Fire Stick



  Good streaming  quality and browser exp.

",0.6000000000000001,1.0,1,1,0.128
1838,1838,1838,1838,Manish Kumar Jha,"
Crashing



  Very slow and starts hanging in just 3 days and sd quality of dth is better than its HD.

",0.51,0.0,0,1,0.4404
1839,1839,1839,1839,Shubham Jaiswal,"
That's the osm Gadget I Love it the Fire 🔥stick



  The all r gud but I found one week pointAlexa not working properly 😞😩Many times I try to voice searching but Alexa can't listen property 😭

",0.35,1.0,0,0,-0.3755
1840,1840,1840,1840,SHAWN,"
SPEED



  It's great but still only  60hz so watching cricket , tennis will not be that good as the ball will not be that clear.

",0.6833333333333333,1.0,0,0,-0.5163
1841,1841,1841,1841,Hot And Bold,"
Good Product



  Good Product

",0.6000000000000001,1.0,1,1,0.7003
1842,1842,1842,1842,Kousalya,"
Good



  Worth for money 💰

",0.35000000000000003,1.0,1,1,0.5859
1843,1843,1843,1843,Advocate Vishal,"
Amazon policy



  Amazon is best in the world ........ Amazon give high quality in low rates

",0.37999999999999995,1.0,1,1,0.7351
1844,1844,1844,1844,Amazon Customer,"
Subscription Failures



  Unable to log in to any of the Apps. SonyLiv, VootSelect, Zee5, etcWaste of money

",0.5,0.0,0,0,-0.4588
1845,1845,1845,1845,krishna m.,"
Help me



  Firestick 3rd generation start restart in every 10 mins  today i got the nd problem start i want to return or replace with new one. Help meee….

",0.22727272727272727,0.0,1,1,0.4588
1846,1846,1846,1846,Pavan kumar Maganti,"
Very irritating



  The network is disconnecting frequently and everytime i switchon, i need to reconnect again...

",0.65,0.0,0,0,-0.5095
1847,1847,1847,1847,Priyanka Joseph,"
Amazing device to turn your tv to smart tv



  Amazing device to turn your HDtv to smart tv and decent price.

",0.7504761904761905,1.0,1,1,0.9186
1848,1848,1848,1848,Soumya chakraborty,"
Great product and interface



  Loved the current interface much faster than 2nd gen

",0.43000000000000005,1.0,1,1,0.8402
1849,1849,1849,1849,Totally Rational,"
Far better than Google voice recognition



  Great buy at at price.

",0.75,1.0,1,1,0.7906
1850,1850,1850,1850,Baljeet,"
I want get connected fire tv stick 3 generation






                    The media could not be loaded.
                




   I had brought alexa 3 generation and its not getting connectedMy tv is tcl beffpre that iwas using fire tv stick

",0.0,0.0,0,0,-0.5423
1851,1851,1851,1851,Dileep,"
Pretty good



  Pretty good

",0.8,1.0,1,1,0.9042
1852,1852,1852,1852,Mohit,"
Fine



  Product is fine, but I am disappointed as not able to cast my mobile into TV/firestick. Customer care didn't solve this issue.

",0.59375,0.0,0,0,0.016
1853,1853,1853,1853,Amazon Customer,"
എന്തുകൊണ്ട് ആമസോൺ ഫയർ സ്റ്റിക്?



  https://youtu.be/KZtvSBybpO81. എന്തുകൊണ്ട് ആമസോൺ ഫയർ സ്റ്റിക്?2. എന്തുകൊണ്ട് ഡോൾബി അറ്റ്മോസ് ഉള്ള സ്ട്രീമിംഗ് ഡിവൈസ്?3. ഡോൾബി അറ്റ്മോസിന്റെ ആവശ്യം ഉണ്ടോ?

",0.0,0.0,0,0,0.0
1854,1854,1854,1854,Abhinav,"
Everything is great except for the laggy interface and performance.



  Everything is great except for the laggy interface and performance.

",0.75,1.0,1,1,0.8481
1855,1855,1855,1855,Parameshwaran B,"
Fantastic product by Amazon!



  The best device one can get to make their regular TV to a smart TV!

",0.4799450549450549,1.0,1,1,0.915
1856,1856,1856,1856,Pardeep Kr,"
Unabe to connect Bluetooth with Alexa and fire stick pls help how to connect



  Product is good and it s unable to connect with Alexa and fire stik

",0.55,0.0,0,1,0.2732
1857,1857,1857,1857,Kiran Balaji,"
Great product



  Prime video app has some glitches but all the other apps are working fine

",0.5416666666666666,1.0,1,1,0.5789
1858,1858,1858,1858,Viraj,"
Connectivity problem



  I would give 3 stars because of its problem of connectivity. It connects easily with a 5GHz router, but does not work seamlessly with 2.4 GHz.

",0.4666666666666667,1.0,0,0,-0.25
1859,1859,1859,1859,Pratik Kulshreshth,"
Good and very useful tool but needs a software update



  Good Stream quality and easy to use.But need some bug fixes. One issue I face frequently is when I try to resume my play on prime video.

",0.4666666666666667,1.0,1,1,0.9306
1860,1860,1860,1860,sagar,"
Not for chinesse TVs .



  The device is awesome . The only problem is it is unable to control chinesse TVs like desi products. Keep that aside product is awesome.

",0.875,1.0,0,1,0.8402
1861,1861,1861,1861,Krunalsinh Ramlavat,"
Very Good Streaming Device



  Good for Indian streaming apps, Live TV feature is good, Inbuilt memory should more than 8 Gb because day by day there is increasing in streaming apps,

",0.5960000000000001,1.0,1,1,0.8399
1862,1862,1862,1862,Ritik,"
Voice recognition is worst in this stick.



  Stream quality is but moderate in many videos, md voice recognition is worst in this stick it's not captured voice shows different result all the time.

",0.76,0.0,0,0,-0.8481
1863,1863,1863,1863,sachin,"
Remote not working volume and power button not working  poor quality bad experience



  Bad products high price low quality remote power and volume button not working within 2.5 month only how can anyone use this device for 2 and more year

",0.5192592592592593,0.0,0,0,-0.7612
1864,1864,1864,1864,Amazon Customer,"
simply amazing!



  2021 version fire tv stick is fast, streaming quality is superb, ui is captivating. Overall great device. 😊

",0.7083333333333334,1.0,1,1,0.9508
1865,1865,1865,1865,Saurabh,"
Bluetooth connectivity issue.



  Bluetooth connectivity with sound system is pathetic. It was better in last version of fire stick.Where to claim warranty

",0.49166666666666664,0.0,0,0,-0.4939
1866,1866,1866,1866,RL,"
It works on my Sony TV (2014)



  Installing is quick and easy.Usability is simple and without any clutter.Remote size is small you have to search for it.Sony TV compatible.

",0.41904761904761906,0.0,1,0,0.0
1867,1867,1867,1867,Di$hant Bha$kar,"
Awesome.



  Superb.

",1.0,1.0,1,1,0.8481
1868,1868,1868,1868,RAmazon,"
Serves the purpose



  It streams well.alexa voice commands works well.Casting from mobile device also working fine .

",0.5,1.0,1,1,0.2023
1869,1869,1869,1869,HEMPRAKASHSINGH,"
Awesome



  I'm happy purchasing this device easy connected easy use everything is awesome nice device go for it

",0.9444444444444445,1.0,1,1,0.9661
1870,1870,1870,1870,nawaz khan,"
ThanQ amazon



  Good quality osm

",0.6000000000000001,1.0,1,1,0.5574
1871,1871,1871,1871,Amazon Customer,"
A good product for streaming



  design and features are greata great option to make your tv a smart tv with the various applications you can integrate

",0.6232142857142857,1.0,1,1,0.8658
1872,1872,1872,1872,Tarun pal,"
Very good device



  Go for it . No one in competition best streaming device

",0.54,1.0,1,1,0.7346
1873,1873,1873,1873,Dr. Bristo,"
It's very good



  It's very good item, very useful.

",0.5200000000000001,1.0,1,1,0.8618
1874,1874,1874,1874,sai,"
Great



  Great

",0.75,1.0,1,1,0.8481
1875,1875,1875,1875,Subhas das,"
Very very nice






                    The media could not be loaded.
                




   Very good

",0.8900000000000001,1.0,1,1,0.7625
1876,1876,1876,1876,Amazon Customer,"
4K stick is far better than this one



  4K firetv stick has far better performance than this 3rd gen stick despite having same clock speed and rom.

",0.5208333333333334,1.0,1,1,0.7003
1877,1877,1877,1877,Jayantilal Uttamlal Panchal,"
Why it is not supported sounds system is to be checked



  Very good packaging. Unable to use as was not supported sounds. Picture without sounds is of no use so return BACK.

",0.42666666666666675,1.0,0,0,-0.2337
1878,1878,1878,1878,Chandru Hiremath,"
Remote stopped working just after 1 and half months



  Remote stopped working just after 1 and half months... Customer care people kindly contact me and arrange for replacement at the earliest please

",0.32666666666666666,0.0,0,1,0.7096
