,Name,Review,Sug/Com,flair_sentiment
1933,Vipin singh,"This product is not start in voice call recording and
Very bad bat karne me other person ko dual aawaz aati hai or call recording nahi hoti hai bat krne me camera very bad",0,0
1934,saurabh,"फोन गर्म होता है, इसलिए न ले
बेकार, कृपया Amazon से मोबाइल न ले, ऑनलाइन में ये बेकार सेट देते है,फिर उसे वापस नहीं लेते, रिटर्न पॉलिसी केवल छलावा है",0,1
1935,Vicky,"Camere ki quality nahin hai
Camera phone ka Sahi nahi hai",0,1
1936,Abhishek kumar,"Bahut hi bekar h phone under 12500
Mat le bhai aur koi le lePr ye mat leCamera bahut bekarAger ye 11000 ke aas pass hota to theek tha",0,0
1937,Hamza,"Best
Paisa wasool",1,1
1938,HIMANSHU TIWARI,"hang hota he bakwas phone
hang hota he contact list me save number hote hue bhi dialer me naam nahi aata autocall recording bhi nahi hewaste of money",0,0
1939,Mahesh,"Waste of money
Bekar phone hai mat lena koi bHafte bad hi hang hone lag gya.Kai application update mang rhi h but update nhi ho rhi h like - crome",0,0
1940,ASHUTOSH KUMAR ADITYA,"Camera me jitna mega pixels diya gaya hai uske hisab se picture quality nhi hai
Camera quality bad , battery good, color bad , phone hang karta hai",1,0
1941,SK SHAHID,"Accha hai
Accha hai",1,1
1942,Shankar v.,"Phone mein takniki kharabi
Phone theek se nahin chal raha",0,0
1943,Sanjay Bhardwaj,"Camera quality very bad
Bahut hi bakwas camera quality hai redmi 10 prime ki bahut hi bakwas 3rd class, kehne ki 50 mp hai pr 10 mp bhi nai ekdam bekar",0,0
1944,naveen,"Majboori ka saudA
Chinese quality",1,1
1945,Anurag m.,"This is good phone
Battery is very very goodCamera पैसे के हिसाब से सही हैJaisa paisa waisa cameraBaki sab very good",1,1
1946,KUMAR SAURAV,"अभी तक का सबसे बेकार फोन है, बहुत हि ज्यादा स्लो है ये फोन, मै ये फोन लेके पछता रहा हुँ।
अभी तक का सबसे बेकार फोन है, बहुत हि ज्यादा स्लो है ये फोन, मै ये फोन लेके पछता रहा हुँ।",0,1
1947,Avinash tripathi,"Good
The media could not be loaded.
 हमें बहुत पसंद आया मोबाइल आप कुछ उपहार तो दे दो बहुत अच्छा है सेठ",1,0
1948,Jalees Ansari,"Please don't buy
Is phone ko buy mt krna hang krta hai. Aur iski brightness up-and-down hoti rehti hai. Jabki auto mode off hota h.",0,0
1949,punit,"Hang hota he network sahi nhi aata he net bhi sahi se nhi chalta he
Network problem haiNet work nhi karta he bahut hi silo chalta he hang bhi hota he",0,1
1950,Tarun yadav,"Shi h
Thoda atakta h pub me",1,1
1951,Jitender Yadav,"BAKWAS CAMERA/ BAKWAS PHONE
BAKWASS PHONE",0,1
1952,Karan singh,"I'm very irrtating from Call noise problem it's to hard
Call pe noise bahut hi jyada catch krta hy jo ki bahut jyada preshan kr rha hy 😟😓😓😓😓",0,0
1953,Amazon Customer,"Charging issue
New product me charging connector damage complement Dene par bhi problem sole nahi ki",0,0
1954,Sarvesh kumar,"फोन की गुणवत्ता अच्छी नहीं हैं
इस फोन का कैमरा केवल 50 MP लिखा गया है पर फोटो एकदम गंदी आती है उससे अच्छा कोई 13MP वाला फोन ले ले 🤳☹️👎👎👎",0,1
1955,Sonu,"Camera quality thik nhi hai
Camera quality thik nhi hai",0,1
1956,Mohammed Hussain Chaudhary,"Budget phone Kaam chalau
The media could not be loaded.
 Thik thak",1,0
1957,Anoop Meena,"Camera is 2 MG old 2004 is same this mobile
Achcha mobile Nahin Hai camera bahut kharab hai Nahin Lena is mobile ko",0,0
1958,sudhir kumar pandey,"Hal dam bakavas hai phone
Damo nahi kasa phone hai bilkul bhi mat lana asa phone jo aap ka la acha nahi hai",0,0
1959,Amazon Customer,"Looking smart phone
Mobile thik hai battery backup thik lekin 📷 thik nahi hai bocus camera 50 mp hai",1,1
1960,parasnath yadav,"Bar Bar hang ho raha
Product bilkul kharab Mil Gaya lekin Kyakare le liye to chalana pad raha hai",0,1
1961,Ali Hassan Ali,"Acha hai kam chalane layak
Camera nahi thik hai",1,1
1962,Vivek kumar,"Mobile ka backup bahut kam hai
The media could not be loaded.
 Battery🔋 life 25h hai",1,0
1963,SHOIB ALI,"Wrong bakvas phone
Raddi phone bekar 4 din me damege mother boat no service claim karna hai company par",0,0
1964,mamta a.,"Bakwas phone
Very bad",0,0
1965,Sudhir Satpute,"Battery life amazing
Camera quality ke alawa sabkuch bahut badhiya hai specially battery life",1,1
1966,Arun Kumar,"Arun Chauhan
The media could not be loaded.
 बहुत अच्छा प्रोजेक्ट है",1,0
1967,Mohd Usman,"Ritan mobile
The media could not be loaded.
 Camera achaa nhi hai",0,0
1968,SUMON SUR,"Ak dum bakwas ph ha. Itna garam ho raha ki hum tea v ubal sakta hai. Camera is very poor
The media could not be loaded.
 Camera quality is very much poor.",0,0
1969,Kaushal soni,"Hang issue
Android nahi hangroid h lete hi 10 din me aukat dikha di",0,0
1970,Amit Kumavat,"Ye phone mat kharidna bhaut bakwas phone h
Ye phone mat kharidna bhaut bakwas phone h",0,0
1971,sanjeev,"Good phone
Low price me bahot achha hai",1,1
1972,KALPNA,"Not so good
Battery life bikul achi nhi hi ..Ph charging bhi 5 hour me hota hi",0,0
1973,Adarsh Baranwal,"Mere phone me Hotspot nahi hai setting me bhi jao to hotspot show nahi hota
Hotspot kaise ayega .isme to kuch dikha hi nahi raha",0,0
1974,Ali khan,"Bar bar hand ho jata h
Camara bilkul thik nahi h Or hand to bohot hi ziyada hota h",0,0
1975,rupesh,"Display automatic change hota . Jaise tv mai network nahi rahega vaisa ho jata hai display.
फुकटचा फटका बसलाय.",0,0
1976,Hariomverma,"Hit
Phone bahut hang ho raha bahut hit ho raha hai",0,1
1977,mahmood,"Bahut he sunda mobile hy rate bahut badhya kaam daaam badhya kaaam
Bahut umda mobile hy",1,0
1978,Amazon Customer,"Camera quality poor... I want change my phone.. bekr phon
Plz mi ka he dusra pho exchange kr dijiye iska camera quality bhut bekr h",0,0
1979,Hardikkumar Patel,"Super
Bro super se b upar",1,1
1980,New life Aqua Services,"camera quality is very bad 😞
camera quality bahut kharab hai plz refund my money",0,0
1981,Atul,"Accha hai
Accha hai battery battry thik haiCamera accha hai",1,1
1982,Dharmendrakumar,"फोन का बिल नही था
पैकिंग के अन्दर फोन का बिल नही था जिसका टैकिग Id 267573562100",1,1
1983,Mukesh Kumar,"Front camera bhut khrab h
Front camera bhut khrab h.....and replacement bhi nhi kr rhe h.....",0,1
1984,Paras,"Average phon hai
Average hai",1,0
1985,Dilip mukhiya,"Camera achha nhi
Photo zoom karne se photo achha nhi ata hi",0,1
1986,Harsh kumar,"Ghatiya hai be
Ghatiya phone hai be bhul ke bhi mt lena",0,0
1987,Arun Kumar,"Cemra is note good
Cemra quality acchi nhi hai is se sahi to redmi 10 lite hai",0,1
1988,Rameshwar,"bahot hi aacha phon hai
The media could not be loaded.
 nice",1,1
1989,Ritik,"PLEASE GUYS IS KAI CAMERA PER SKECTH MAT AANE DENA.
The media could not be loaded.
 Skrecth dekho yrr.",1,0
1990,Ajit Kumar,"बढ़िया
कैमरा अच्छा है",1,0
1991,hemant saitwal,"सेल्फी कॅमेरा बकवास है ....
सेल्फी कॅमेरा बकवास है ...मेरा mi note 7 ka अच्छा था",0,1
1992,sourabh,"Bhai बेकार मोबाइल ह ये
Heat problem. Poor gaming experience",0,0
1993,ANIL kumar,"Bakwash
Bakwash tolally money west",0,0
1994,shivam kushwaha,"Battery
बैटरी की परफॉर्मेंस सही नहीं हैं",0,0
1995,Litan,"This varry bed quality in price range
Ye mobile koi mat lena, bohot ghatia he",0,1
1996,Dashrath11q Seju111,"Canada
Cemra and video achi no he",0,1
1997,ANKX,"Thik chal raha hai
Thik chal raha hai",1,1
1998,Suraj singh,"Radami 10 prime super ❤️ hai.
Use Jarur lijiye badhiya hai.",1,0
1999,mukesh,"Bakvaas mobile
Bakvaas mobile redmi 10 prime",0,1
2000,JIGAR JADHAV,"Poor quality
Bhangar phone hai paise barbad",0,0
2001,Balkrushna Pardhe,"Mobile ka fingerprint kam nahi karta hai
Mobile ka fingerprint kam nahi karta hai",0,0
2002,Danish Irshad Khan,"Bahut hi bakwas front camra
Front camra is very poor",0,0
2003,Sanjeet Kumar Rajak,"Super se bhi uper..........
Super se bhi uper.............",1,1
2004,Md Kamaal,"Shandar jabardast
I love this phone",1,1
2005,Akash surve,"Ye bahut ganda mobile hai
Ye mobile bahut bekkar hai",0,1
2006,Navin kumar,"अच्छा लगा
ठीक लगता हैं",1,1
2007,Dev bhosale,"Best
Camera quality nahi hai",1,1
2008,Manoj,"Thik h par 10 s badiya h is se
Thik h",1,1
2009,Sagar tiwari,"Hang ho rha sala bekar leliya mai faltu hai
Bina mtlb ka phone hai",0,0
2010,Ravi Modi,"Drx
Bilkul bhi acha phone Nhi h koi n le",0,1
2011,Amazon Customer,"अच्छा है ये मोबाइल
ये मोबाइल अच्छा है",1,1
2012,Mahesh maurya,"Sahi nahi hai
Not good",0,0
2013,karan,"Ghatiya PRODUCT DATA H Amazon veary baad
Ghatiya product data h",0,1
2014,Sujeet yadav,"So hote phone
Iske mukable koye nahi hai",1,0
2015,rahul,"camera quality 3rd class
itna bekae camera quality iska.kbi mat lena isko.",0,1
2016,Amol patil,"Camera best hai.
BGIM Lag karata hai",1,1
2017,Pranav kumar,"Ghanta
Ghanta",0,1
2018,Suraj Kumar lahare,"camera quality ghatiya kharab hai
camera quality ghatiya hai",0,1
2019,Rahulsingh bhadoriya,"Headphone se baat nhi ho rhi h
Headphone se baat nhi ho rhi h",0,0
2020,DrSuchit Kumar,"Bahut Achcha phone Nahin Hai Keval santoshjanak
Santosh Janak Achcha Nahin",0,0
2021,Manmohan singh,"Khrab hai
Ye phone koi bhi na lo",0,1
2022,Krishanapal yadav,"Ok
Thik hai",1,1
2023,Samir raaz,"Very bad camera quality and bakwaas phone
Very bad camera and bakwaas phone",0,0
2024,Sonu,"Battery backup nhi h
Proceser km kaam krta h",0,1
2025,Rahul,"Bakwas phone..
Bakwas ph",0,1
2026,Praveen kumar,"Over all thik
Thik hai",1,1
2027,nitin yadav,"Gzb
Gzb",1,0
2028,Rup Shekhawat,"ठीक ही है बढ़िया तो नहीं है ज्यादा
कैमरा खराब है बैटरी सही है",1,1
2029,Deepak,"Zero
Bekar phone hai",0,0
2030,Balkishan Vishwkarma,"Koi kan nhi hai
Koi mat lena",0,1
2031,Guddi,"Bahut hi acha phone h ,quality bhi sandar h
I like redmi phone",1,1
2032,Arvind Kumar,"Achcha hai
Good",1,1
2033,Ashwani kumar,"bekaar phone hai
totaly bekaar phone hai koi mat lo",0,0
2034,Ajay sharma,"बहुत अच्छा मोबाइल है
मुझे यह बहुत अच्छा लगा",1,1
2035,Suchit Maurya,"Phone hangs alot
Hang krta hai",1,0
2036,Sujeet,"Koi khas nhi h lena mt
Koi khas nhi h lena mt",0,1
2037,Saurav Sejwar,"Bhot bekar
Bhot Bekar",0,1
2038,Ajay Tiwari,"Sahi hai camera utna achha nahin hai
Like",1,1
2039,Anand ahirwar,"Back camera ka ek senser hi nahi he very bad mobile
Not good produt",0,0
2040,DINESH B.,सुपर,1,1
2041,Bipin,"Bakwas camera hai iss phone ka or ab Amazon wapas bhi nahi kar raha hai
Bakwas Camera hai",0,0
2042,Murari Singh,"Bad camera
Bekar phone h",0,0
2043,Fazal,"Bekar phone he
Bekar phone he",0,0
2044,Lalita Doddi,"Supar 🙏
So supar",1,0
2045,Aman,"Bad
Napasand",0,0
2046,Sameer Raj,"Behenchode Paisa Barbad
Very Bad Phone",0,0
2047,Amar bhalke,"Phone ka camera bhot kharab he
Bed",0,0
2048,Satendra chiurasiya,Is mobile me software problem hai. 1st day se hi display blink karti hai,0,0
2049,prakash Verma,"Bakwas h
Bakwas h",0,1
2050,Alim,"Aur better karo
Some like",1,1
2051,Harpla sinh jadeja,"Good
Supar",1,1
2052,sayyad bilal,"phone khrab nikla hamara
dis like",0,0
2053,Sumit Soni,"Very bed
कैमरा सही नही हे",0,0
2054,Rakesh kumar,"Natworking problem bahuth hai, hardware problem
Nat network",0,0
2055,UTTAM MAHTO,"Bokaro
Nice",1,1
2056,Mohit Rawal,Phone to accha h pr features update nhi h,1,0
2057,Chandar Sahu,"Bahut hi bekar mobile hai
Very bad",0,0
2058,कमलाकान्त यादव,"डिलीवरी बॉय धूर्त्त था
एक्सचेंज ऑफर के तहत मोबाइल खरीदा था।डिलीवरी बॉय मोबाइल लेकर आया और पुरानी मोबाइल को देखकर बोला कि इसमें समस्या है। 1500 रुपए रिश्वत मांगने लगा।न देने पर मोबाइल दिए बिना चला गया।मैं 1500 रुपए देने को तैयार था बशर्तें वह उसकी रसीद दे।",0,1
2059,Mohit Dhakad,"Sabhi khubiya ek dum all rounder hai Amazon se shopping kar bahut khush hu
Battery life bahut achchi hai 6000 mah camera bhi bahut badiya agar kahu to 12000 ke price point par isse accha phone nahi mil sakta sabhi khubiyon se less ek all rounder smartphone hai wow",1,1
2060,arjun s.,"Mi ka ab tak ka sabse bekar phone hai log don't buy this phone
Mi ka ab tak ka sabse bekar phone hai bhai log don't buy this phone।camera sabse bekar quality ki hai west of money",0,0
2061,manish singh,"फोन लेने वाले कोई और फोन ले लो क्यों कि ये फोन लेने के बाद आप पछताओगे
इसकी कैमरा क्वॉलिटी बिल्कुल खराब है ऐसा कुछ भी नही है जिससे आप इस फोन को लो इसे अच्छा कोई और कंपनी का फोन ले लो तो फायदे में रहोंगे। बाद में लेने के बाद पछताओगे",0,1
2062,Aditya kumar,"G
 Good condition in mobile abhi tk sahi chl rhi hai meri mobile ma8 4 mobile chala chuka hu abhi tak",1,1
2063,G A G A N D E E P,"Redmi 10prime total waste money phone
Redmi 10prime yeh phone sabse jyda hang phone krta hai isme bahut kamiya hai is phone ko na le total waste money hai",0,0
2064,Arvind9g,"Display is very bad for media
Display is bad because YouTube 240p and 360p pe video saaf nahi aata bekar display diya hai koi mat lo is price pe",0,0
2065,Mukesh,"Use less
4 cemera but cemera qulity not good 👎Hang bhi hota hai avi 1 month huwa h abhi se hang krne laga h",0,0
2066,Harshit garg,"
Fake information provide me your seller


आपके द्वारा बताई गई वारंटी में मुझे सर्विस नही मिल रही है झूठ बताकर प्रोडक्ट सेल किया गया है अभी मेरे मोबाईल को 6 महीने भी नहीं हुए है ऑर ऐसा हैंग हुआ कि दुबारा नहीं चला ऐसे लोकल प्रोडक्ट आप रखने लग गए है मे उमीद करता हूं मेरा मोबाईल आप वारंटी समय में सही करके दे नहीं तो मोबाईल बदल कर दे मे आपका बहुत पुराना ग्राहक हूं और शॉप पर कोई भी वस्तु खरीदने नहीं जाता हूं बस अमेज़न से ही लेता हूं लेकिन आप ऐसा करेंगे तो मे आगे से कोई भी वस्तु नही खरीदूंगा
",0,0
2067,Gyanendra Datta Shukla,"
बहुत घटिया मोबाइल


मैंने ये मोबाइल 5 अप्रैल 2022 को खरीदा। अभी मात्र एक महीने में इतना ज्यादा हैंग करता है की यूज करना असंभव है। अब amezon का रिस्पॉन्स है की कंपनी के सर्विस सेंटर की दौड़ लगाइए।अगर शॉप से खरीदा होता तो ये झेलना न पड़ता। एक से कम स्टार देने का ऑप्शन नहीं है अन्यथा ये मोबाइल नेगेटिव रेटिंग डिजर्व करता है।
",0,1
2068,suresh g. Lokchandani,"
50/50


कुछ फीचर ठीक है कुछ नागवार है कुल मिलाकर यह 5050 है
",1,1
2069,D S Digrase,"
Worst fone


Bakwas fone hay isame video automatically forward ya backward hote hay waisehi sound button ko kam jyada karaneke bad to video apane aap band hone ke bad kisi aur aap me chale jata hay do bar service center par dikhane ke bad bhi problem solve nahi buva main to ise zel raha hun.
",0,0
2070,rohit bagaya,"
fanntastic mobile


very cheap and valuable mobile ye mobile sbko lena chahiye betary backup.is superb daily usage ke liye ye phone is the best phone in this price catogary
",1,1
2071,Kapil,"
Ghatiya Phone


Bakwas mobile h bilkul, ghatiya camera, ghatiya display. Please koi mt lena, mony barbad ho jayegi.
",0,0
2072,Ashok Sharma,"
कम कीमत में अच्छा


यह पसंद है। कम कीमत में अच्छा मोबाइल। बैटरी लाइफ अच्छी है। क्लियर तस्वीर है। आवाज अच्छी है। हेंग ओवर नहीं करता।
",1,1
2073,kafir,"
Hanging once or twice in a day


ये मोबाइल दिन में कभी भी हैंग हो जा रहा है (हालांकि, हमने दो-तीन महीने बाद सर्विस सेंटर जा कर ठीक करा लिया है)। कैमरे की गुणवत्ता भी कुछ ठीक नहीं है ‌। हां, बैटरी बैकअप ठीक ठाक है । अगर आप इस मोबाइल को ख़रीदने जा रहें हैं तो मत ख़रीदिए, कुछ पैसे और लगा कर इससे बेहतर ले सकते हैं ।
",0,0
2074,MOKHTAR ALAM,"
Nice product


Itne me itna hi milega
",1,1
2075,omprakash,"
Nice looking for mobile,


Finger nahi hai,aur camera bhi thik hai bujet k hisab se, battery life bhut acha hai 2 ya 3 din aram se chalta hai.look bhi bhut sundar hai.
",1,1
2076,rakesh tiwari,"
Yah phone call karte samay haung kar raha hai


Isme finger print sensor nahi hai ha battery life thik hai aur camera bhi thik hai per phone me calling time per haung karte samy problem hai
",0,0
2077,Khayum Sayyad,"
high lagging and hang problem


Camera 📷 badHigh laggingHang problemSirf insta aur YouTube chalane me hi phone hang ho raha hai please ise mat kharideEtane renj me real me c11 best phone hai.
",0,1
2078,अनिकेत सिंह,"
घटिया मोबाइल


साथ में ओटीजी केबल और ईयरफोन तो भेजा ही नहीं। फिंगरप्रिंट सेंसर भी नहीं है इसमें।
",0,1
2079,Surendra Kumar Gupta,"
खरीदने लायक है सबसे अच्छा पुराना मोबाईल लेकर नया देते है लेकिन पुराने मोबाईल डीसकाउन्ट बहुत कम है


अच्छा है पुराने मोबाईल का डिसकाउन्ट बहुत ही कम मिल रहा है
",1,1
2080,ramesh kumar,"
Apne bajat ka best mobile


Bhot hi achha mobile hai. Mere liye mere sabhi kaam ho jaate hai. Gaming ka mujhe koi sok nahi hai. Bas call, whatsApp, fesbook, Instagram or treding apps sab kuchh bhot hi achhe se kaam karta hai.Camera iski price ke hisab se 👍good. Betari bhi good👍.
",1,1
2081,Kama Ram Oyami,"
Sabse achcha yah mobile bahut lamba hai yah achcha Laga hai


Good, bahut achcha product pura Sahi Laga hai
",1,1
2082,Dipesh,"🙍
under 7000 best to nhi but Thik hi hai HelioG25 slow/Lagging hai jo booting se he start ho jaata hai....",1,0
2083,Arvind mishra,"Good product
Price value ko dekhate hue prduct theek hai bus processor thoda week hai",1,1
2084,Akash gupta,"Fingerprint sensor toh hae hi nhi isme, battery backup is good and overall average phon
Not bad this price range aur yeh fingerprint review kyu show ho raha hae jabh isme fingerprint lock hae hi nhi toh",1,1
2085,sumit,"bakwaas phone hai
sahi hai , ekdam bakwas phone hai type-c nahi , camera bekar Fingerprint reader nahisassta hai or sirf time pass hai , jb tk 5G ke price nahi girta",0,0
2086,Jitendra Naikwadi,"Very nice
No आयडिया",1,1
2087,Lekhram,"Bad fhone
Yah fhone bahut hi slow hai. Koi mat lena es fhone ko bhale hi Bina fhone ke rah lena. Kharab fhone ke karan hi discount diya ja raha hai",0,0
2088,Kamlesh B,"Very very bad
Very bad mobile. All time slow. Very hopeless, useless. Loot रहे रेडमी वाले। बंद करो 9A। Call भी लगा ओ तो पुरा स्लो . वापस जाओ च्या ना. लोगो को लुटना बंद करो",0,0
2089,Mukesh,"Very bad quality
Bhut hang hota hai and heeting problem",0,0
2090,Moti Goyal,"Gatiya mobile redmi 9A hang ki bahut badi problem
Camera question is bedBattery problem 20% se direct 5%Bhaiyo koi porches mat krna",0,0
2091,Mahesh pagi,"Mobile hang hota he.
Battery backup mast he. Mobile hang hota he, camera quality 30% better he, weight bahut jiyada he.",1,0
2092,Avinash k.,"Display 2 din mein hi kharab ho gaya
Puri tarah se mobile kharab hai aur display to touch hi Kam nahin Karta hai news ek din kam Kiya uske bad kam mein",0,0
2093,Sabir alam,"2 gb ram me ye bahut jayada costly hai
Badiya fon hai...",1,0
2094,rajesh kumar,"Look is good
Mobile slow ho gaya hai 2 month use karne ke bad. isliye 4 gb ram or 64 gb internal memory wala mobile kharido bhai log.",1,0
2095,Imtiyaz shaikh,"Jyada expectations mat rkhna papa mummy k hisab se sahi h.
Thik thak",1,1
2096,Subhash kumar sriwastava,"Faltu hai
Faltu hai",0,1
2097,RAVIVARMA ARTS,"Okay
Narmal",1,0
2098,Ashif Hussain,"Superb
Rs.6499 bohut acha phone hai redmi ka phone acha hota hai thank amazon",1,1
2099,Gautam ram,"Bhut acha hai is price range me...mujhe market price se sasta me amazon se mila thanks amazon
The media could not be loaded.",1,0
2100,RAJ DEV SHUKLA,"कोई कमी पता नहीं।
बहुत सुन्दर",1,1
2101,Chiranjibi Padhan,"Cost wise everything is good
The media could not be loaded.
 Cost ke anusar bahat achha mobileAgar fingerprint hota to or achha lagta",1,0
2102,Kishan kumar Agarwal,"Hanging problem hai phone ke andar phone dekhne me accha lagta hai betri bhi thik hai chalne me hang
Vidoes movies ke liye liya tha lekin ye hang karta hai kuch jada hi ek batan dabao 4 secend me vo khilta hai.",0,0
2103,Soujit Kundu,"Medium renge main thik thak hey
Medium type use karne ke liye thik hey long lasting karega.... Havvey games khelbe ke liye ye phone nahi hey",1,1
2104,amjad khan r pathan,"रेडमी है तो नाम ही काफी है इट्स to गुड
रेडमी है तो हेंग या होगा ही नही लेक भी नही मारेगा अच्छा है बहोत ही अच्छा",1,1
2105,brijbhushan,"Mobile hang ho rahi hai
The media could not be loaded.
 Mobile hang Kar Rahi hai call karane per screen off ho ja rahi hai",0,0
2106,Amazon Customer,"Best mobile in ₹ 6299
6299 रुपये में एक बेस्ट मोबइल फ़ोन है जिसको लेना हो लेले, बस थोड़ा स्लो चलता है but इस प्राइस में बेस्ट",1,1
2107,MANISH DAGAR,"Ok as per Price Range
Iss price range ke according theek hai.",1,0
2108,NAGENDRA TRIPATHI,"Redmi 9a phone not good.Haing phone
Puar --Srvish centr Bijit",1,0
2109,Sahab singh,"thik h
thik h",1,1
2110,Sandeep Patel,"wrost phone
sab se jyada ghatiya phone kabhi koi na le yaha to support disk tk nhi h amazon ke",0,1
2111,Ajit sutar,"Bahot hang hota hai kharab hai paisa mat lena paisa faltu me challa gayya
Faltu hai bahot hang hota hai call recive bhi nahi hota hai koi bhi mat lena pais west jayega",0,1
2112,Shankar,"Nice
Bhuat badhiya phone",1,1
2113,Sumit B,"बस ठीक फोन है
बस ठीक फोन है",0,1
2114,Anand patel,"Phone is very good but fingerprint hota to ekdam mast hota baki sab price ke according best hai
Price me according best phone h and camera bhi thik hai battery life bhi achhi hai",1,0
2115,SP SINGH,"Mat Lana Maha Bakwas
Ek Dum Bakwas",0,0
2116,Ravisingh,"Phone to hachha h par thoda wait jada hai phone ka
Phone to hachha h par thoda wait bajan jada hai phone ka",1,0
2117,Lalu K.,"Good
मस्त फोन मिला है मुझे",0,1
2118,Dharmendra s.,"वेस्ट मोबाइल बेस्ट prises
बैटरी बैक उप मस्त है",1,1
2119,Yasir hussain,"हमारे साथ व्यापार करने के लिए धन्यवाद। हमें यहां क्लिक करके अपनी समीक्षा बताए
हमारे साथ व्यापार करने के लिए धन्यवाद। हमें यहां क्लिक करके अपनी समीक्षा बताए",1,1
2120,Surendra Kumar sahu,"Mobile theek hai but mobile ka thoda vate jyada hai jyada hai
Product achcha hai shayari feature acche Hain but other mobile ke alava thoda wait jyada hai",1,0
2121,Rampyare,"चेहरा अनलॉक
The media could not be loaded.
 क्योंकि मोबाइल रुक जाता है फंक्शन खड़ा हो जाता है",1,0
2122,Naresh,"Kuch
Hang ki problem 30 min. Tk chlta nbi hAbi liye1 month hua h only",0,0
2123,Deepika Pareek,"Dead slow
मैने उससे धीरे चलने वाला फोन आज तक नहीं देखा।बिल्कुल मत लेना",0,0
2124,pramod kumar,"Good phone but hanging issue
Its budget phone but normal use par bhi hang karta hai",1,0
2125,Rajesh Kumar Goswme,"Hang kar raha hai
The media could not be loaded.
 Hang kar raha hai old model",0,0
2126,Up,"Bad
Badd",0,0
2127,vicky bisht,"Theek he hai only whatsapp Facebook use करने के लिए
One star 🌟",1,0
2128,Jai maa VaishnoAll Mobile Reparing Centre,"Bahut accha camera
The media could not be loaded.
 Veri nice bahut Achcha hai",1,0
2129,Ninni,"Mobile bill nhi diya h
Bad",1,0
2130,atul j.,"Accessory was i missed
Mobile aaya lekin sath me back cover missing tha back cover ka khali box tha",0,0
2131,PARVATI DEVI,"Good deal
Value for money..Best smartphone in ₹6799..MAKE IN INDIA🇮🇳एक और कदम डिजीटल भारत की ओर...🇮🇳",1,1
2132,alok balooni,"Bekar phone haj mat lena ise...ek dum kabaad hai
bekar phone hai",0,0
2133,Harsh chauhan,"1month hua hai bht jada hang kr rha hai phn
Bht bekar phn hai ...1 month mai he hang ho rha hai",0,0
2134,Rohit kumar,"Slow
Budget me accha haiBut chalane me fansta hai",1,0
2135,ASHRAF ANSARI,"बस इसकी बैटरी बैकअप अच्छा है बस
एचडी कैमरा इतना अच्छा नहीं",1,1
2136,SANJAY SINGH YADAV,"Loaest price
Figerprint स्कैनर and battrey",0,1
2137,Rahul,"Bekaar phone hai yr..display quality bahut jyada poor hai..isse badhiya to realme le le aadmi
Overall bakwas phone hai..Na hi buy kriye",0,0
2138,Dewraj Hariram Padole,"इंडिया के मोबाईल भेजा करो चायना के नही
अभी तक के मेड इन इंडिया वाले मोबाईल भेजते थे, अभी चायना के मोबाईल सेल करना चालू कर दी आपने ये सरासर गलत आहे",0,1
2139,Bittu,"Redmi
bahut hi achhi product hai .paisa vasul product hai .i love redmi❤",1,1
2140,Rakesh Sharma,"Kavi Kavi mobile fas jata hai....
Ye phone Acha hai par best Nahi hai .....Lekin reat ke hisab se thik hai ..,",1,1
2141,Lalan dandekar,"nice
likr",1,1
2142,Krishna,"Acha hai sasta hai lelo
Great mubile",1,1
2143,Nand Kishor Dhakar,"
Thanks 🙏🙏 or kuch nhi bol sakta


Mobile ka battery backup or cemara bahut hi kharab h mene phone ko wapis karne k liye dekha to bolte h ki time nikal gya h 25 September ko mobile delivered hua or 26 ko time nikal gaya bol diya h i am very very sad 😭😭😭😭 but kuch kr nhi sakta hu price bhi 9500 le liya or ab kuch nhi kr sakte hai west of money and i don't like Amazon facility mene jab jab bhi kuch bhi itam magaya wo kuch na khuch problem nikalta h any timeThanks for Amazon
",0,0
2144,ajay,"
बेकार फ़ोन है


Redmi 9 active बहुत ही घटिया फ़ोन है इसका कैमरा बहुत ही घटिया है Downloading स्पीड बहुत slow है इसका auto rotet stop नही होता है जिस तरफ फोन घुमाओ उस तरफ video घूमता रहता है इससे अच्छा तो मे इस बजट में samsung का कोई  भी फ़ोन ले लेता बो बढ़िया था क्योकि में samsung j2pro चला रहा हूँ मेरे पैसे बेकार चले गए इस फ़ोन को नाही खरीदो तो ही ठीक है
",0,0
2145,Anil Singh,"
Nice mobile


Nice mobile..but updated karke ke baad .. automatically switch off and on ho ja raha hai..Agar fir kisi ke saath ho to ek baar sim card nikal kar fir se on kariyega thik ho jigai.Otherwise nice mobile..But delevery man is very rude..Just like so busy
",0,0
2146,KUMAAR MN,"
Nice one finger sensor


असल में यह फोन मेरी बुआ का जिसे मैंने एमाज़ॉन से औडर किया थाहमें यह फोन बहुत पसंद आया है आप सभी को इसे जरूर आपने इसतेमाल में लेना चाहिए ॥धन्यवाद एमाज़ॉन॥
",1,1
